date,SPY,IJR,EFA,EEM,AGG,TLT,SHY,LQD,GLD,VNQ
2004-01-02,73.644165,16.772152,24.196959,12.007375,49.241650,39.806244,53.282532,43.827896,,
2004-01-05,74.445312,16.976419,24.662722,12.428685,49.299854,39.702538,53.289032,43.875832,,
2004-01-06,74.518166,16.936567,24.699774,12.288250,49.522835,40.140915,53.353802,44.271103,,
2004-01-07,74.769707,17.069832,24.452776,12.316906,49.634388,40.301224,53.392685,44.307026,,
2004-01-08,75.067642,17.115915,24.803869,12.363482,49.619812,40.287086,53.399117,44.378864,,
2004-01-09,74.412201,16.963961,24.646847,12.341270,50.031883,40.989510,53.528645,44.738186,,
2004-01-12,74.961716,17.150789,24.639788,12.330523,49.891293,40.956512,53.561039,44.814049,,
2004-01-13,74.524757,17.174442,24.496878,12.260305,50.007652,41.234650,53.625839,44.933807,,
2004-01-14,75.147148,17.281569,24.708599,12.279654,50.002792,41.437355,53.573986,45.029659,,
2004-01-15,75.332474,17.302738,24.558630,12.028871,50.065845,41.592911,53.567532,45.233238,,
2004-01-16,75.630402,17.300257,24.470421,12.080460,50.027046,41.300625,53.528645,45.033623,,
2004-01-20,75.610558,17.484583,24.735060,12.431554,49.983433,41.291191,53.554585,44.941830,,
2004-01-21,76.206459,17.561810,25.034992,12.448033,50.017334,41.390194,53.586948,45.045589,,
2004-01-22,76.007820,17.437254,25.050869,12.416508,50.104603,41.691952,53.625839,45.273178,,
2004-01-23,75.762856,17.587971,24.782690,12.395730,49.983433,41.192204,53.548084,44.913876,,
2004-01-26,76.716255,17.743658,24.862080,12.478127,49.789509,40.942375,53.509243,44.666344,,
2004-01-27,75.928383,17.487068,24.752699,12.415071,49.862206,41.196915,53.573986,44.937813,,
2004-01-28,75.061058,17.250425,24.435125,12.239527,49.760414,40.833958,53.438046,44.582489,,
2004-01-29,75.133835,17.147053,24.466890,12.046785,49.644058,40.749073,53.450916,44.574501,,
2004-01-30,75.133835,17.184414,24.403376,12.030304,49.741016,41.031914,53.476814,44.682312,,
2004-02-02,75.458290,17.145813,24.346916,12.033171,49.754642,40.945770,53.495712,44.670250,,
2004-02-03,75.332474,17.133350,24.391026,11.965821,49.890759,41.154083,53.547546,44.762463,,
2004-02-04,74.716736,16.800802,24.126385,11.858343,49.895615,41.073620,53.515156,44.726368,,
2004-02-05,74.935242,16.941542,24.226952,11.854759,49.754642,40.912640,53.476166,44.650257,,
2004-02-06,75.776093,17.300257,24.683895,12.124884,49.958763,41.362324,53.560570,44.782475,,
2004-02-09,75.795967,17.374975,24.839153,12.299714,49.992828,41.485416,53.579960,44.970909,,
2004-02-10,76.040932,17.549351,24.946772,12.288969,49.885883,41.253498,53.508659,44.838631,,
2004-02-11,76.848686,17.716244,25.229057,12.479564,50.080326,41.561169,53.592937,45.111168,,
2004-02-12,76.570610,17.641525,25.008522,12.473108,50.085171,41.385990,53.612419,45.030983,,
2004-02-13,76.226288,17.424807,24.976763,12.481709,50.308815,41.561169,53.690258,45.287510,,
2004-02-17,76.914917,17.667683,25.458406,12.732491,50.187263,41.532757,53.644836,45.155273,,
2004-02-18,76.577209,17.635298,25.105558,12.559095,50.148369,41.589531,53.651295,45.051079,,
2004-02-19,76.292526,17.337618,25.273165,12.449467,50.201855,41.632156,53.677261,45.211376,,
2004-02-20,76.060791,17.272848,24.964428,12.309743,50.046284,41.343380,53.618862,44.990929,,
2004-02-23,75.868759,17.076050,25.034992,12.202269,50.182419,41.599022,53.670780,45.115189,,
2004-02-24,75.736366,17.125885,24.937950,12.137782,50.138699,41.674759,53.677261,45.159306,,
2004-02-25,76.054214,17.347574,24.752699,12.270339,50.255344,41.741013,53.716148,45.191353,,
2004-02-26,76.100525,17.449717,24.761524,12.331240,50.172668,41.608490,53.696690,45.223408,,
2004-02-27,76.153496,17.498291,24.964428,12.506075,50.308815,41.968220,53.735592,45.355694,,
2004-03-01,76.908226,17.840809,25.299627,12.791245,50.331268,41.952053,53.718094,45.341587,,
2004-03-02,76.458015,17.736191,24.893841,12.689497,50.155792,41.685905,53.666119,45.253040,,
2004-03-03,76.597092,17.767321,24.840914,12.610682,50.102200,41.609890,53.627155,45.232956,,
2004-03-04,76.795692,17.920519,24.920309,12.696667,50.224045,41.795265,53.672638,45.305363,,
2004-03-05,77.053932,17.899345,25.211409,12.743236,50.594376,42.603180,53.789505,45.788189,,
2004-03-08,76.113762,17.748638,25.049107,12.621432,50.764927,42.855083,53.874020,45.916927,,
2004-03-09,75.809204,17.656471,24.876205,12.539030,50.838017,43.140240,53.906460,46.009468,,
2004-03-10,74.538010,17.275343,24.477480,12.252425,50.779564,43.111729,53.874020,46.158363,,
2004-03-11,73.571365,17.095985,24.080515,11.987313,50.891605,43.173504,53.919449,45.961208,,
2004-03-12,74.538010,17.524450,24.292233,12.087626,50.735710,42.907387,53.880524,45.908920,,
2004-03-15,73.624290,17.125885,23.879393,11.861926,50.745399,42.978687,53.854507,45.961208,,
2004-03-16,74.014923,17.125885,24.099924,12.008812,50.867233,43.335098,53.893467,46.170425,,
2004-03-17,74.842552,17.387438,24.602745,12.173608,50.842884,43.263821,53.893467,46.194599,,
2004-03-18,74.862373,17.250425,24.593924,12.245262,50.794121,43.035709,53.874020,46.001438,,
2004-03-19,73.789383,17.150789,24.276354,12.084044,50.740536,42.978687,53.893467,45.929043,,
2004-03-22,72.852554,16.894211,23.960541,11.890583,50.872128,43.240078,53.925964,46.106033,,
2004-03-23,72.726334,16.895451,24.144035,12.010242,50.876976,43.316128,53.938938,46.190548,,
2004-03-24,72.786140,16.845633,24.048765,12.019560,50.906216,43.292328,53.951904,46.146305,,
2004-03-25,73.749542,17.165726,24.505703,12.137062,50.876976,43.125988,53.945423,46.021572,,
2004-03-26,73.769440,17.205589,24.399851,12.114852,50.701599,42.669773,53.893467,45.679558,,
2004-03-29,74.805908,17.574223,24.752699,12.270339,50.608971,42.384586,53.854507,45.751980,,
2004-03-30,75.058403,17.710196,24.805634,12.420804,50.409168,42.356060,53.847950,45.639313,,
2004-03-31,75.144814,17.763836,24.982071,12.574859,50.652840,42.560436,53.886986,45.804295,,
2004-04-01,75.596581,17.844910,25.313749,12.677320,50.677273,42.421108,53.821922,45.784519,,
2004-04-02,76.167992,18.056986,25.386076,12.804148,50.213161,41.371445,53.633274,45.069599,,
2004-04-05,76.586525,18.201685,25.386076,12.893704,49.905445,41.046951,53.581280,44.843422,,
2004-04-06,76.340729,18.040766,25.308443,12.965359,50.047092,41.271236,53.646286,45.053471,,
2004-04-07,76.161339,18.123093,25.347261,12.918783,49.924980,41.175823,53.659309,45.065613,,
2004-04-08,75.988594,17.973392,25.294329,12.929529,49.954311,41.056530,53.659309,45.110004,,
2004-04-12,76.287575,18.063225,25.458406,13.029132,49.939629,40.908627,53.607273,44.835403,,
2004-04-13,75.217865,17.675261,25.132021,12.877226,49.851677,40.464890,53.535717,44.552650,,
2004-04-14,75.337479,17.601658,24.872673,12.687349,49.705120,40.431477,53.444740,44.492069,,
2004-04-15,75.051750,17.520571,24.699774,12.582024,49.631805,40.192932,53.477222,44.306252,,
2004-04-16,75.629822,17.647820,24.964428,12.675171,49.768642,40.345604,53.548744,44.560719,,
2004-04-19,75.629822,17.757589,24.990877,12.696667,49.705120,40.259758,53.483669,44.479942,,
2004-04-20,74.360771,17.435753,24.646847,12.585603,49.543934,39.892334,53.360096,44.189129,,
2004-04-21,74.859100,17.664030,24.814453,12.492457,49.426727,40.087971,53.366650,44.225491,,
2004-04-22,75.908859,17.994604,24.990877,12.488874,49.607441,40.326530,53.444740,44.467827,,
2004-04-23,75.981934,17.922266,24.955591,12.582024,49.509712,40.097530,53.334106,44.278008,,
2004-04-26,75.875641,17.839920,24.948538,12.402892,49.495090,40.164257,53.340645,44.282055,,
2004-04-27,75.942078,17.861139,24.973234,12.336971,49.617191,40.317020,53.405663,44.492069,,
2004-04-28,74.958740,17.551764,24.512756,11.983729,49.387619,39.940086,53.295128,44.221439,,
2004-04-29,74.300987,17.246134,24.249889,11.588932,49.245930,39.744415,53.288612,44.023544,,
2004-04-30,73.722931,17.072737,24.135204,11.342449,49.231304,39.906643,53.314594,44.023544,,
2004-05-03,74.513596,17.254866,24.382202,11.456377,49.157822,39.956951,53.338062,44.081123,,
2004-05-04,74.453835,17.380854,24.692717,11.680644,49.245979,39.683918,53.325008,43.935154,,
2004-05-05,74.932198,17.417030,24.964428,11.709304,49.182312,39.573772,53.305466,43.870308,,
2004-05-06,74.287697,17.218685,24.435125,11.466411,49.030441,39.468410,53.292454,43.671597,,
2004-05-07,73.058548,16.772095,23.773535,11.208463,48.614128,38.951080,53.070992,43.103905,,
2004-05-10,72.307777,16.467712,23.164860,10.667490,48.540653,38.860069,53.097031,42.783535,,
2004-05-11,72.918999,16.780828,23.332458,10.984193,48.663074,39.037300,53.103584,42.868725,,
2004-05-12,73.384109,16.840708,23.482428,10.987773,48.594486,38.778671,53.116596,42.884960,,
2004-05-13,73.078484,16.691010,23.235432,10.959111,48.584728,38.630150,53.090538,42.657852,,
2004-05-14,73.111671,16.612427,23.216026,10.670357,48.594486,38.946312,53.175198,42.917366,,
2004-05-17,72.487137,16.430304,22.961967,10.243314,48.839428,39.291168,53.246834,43.124180,,
2004-05-18,72.852554,16.633625,23.205444,10.547829,48.863907,39.137897,53.194763,43.185001,,
2004-05-19,72.600113,16.530088,23.434799,10.839454,48.780674,39.008568,53.168709,43.043098,,
2004-05-20,72.832619,16.608677,23.464790,10.772820,48.912922,39.310329,53.194763,43.282333,,
2004-05-21,72.958862,16.769609,23.637682,10.949796,48.834545,39.152260,53.194763,43.245792,,
2004-05-24,73.264511,16.956728,23.789408,11.120328,48.873726,39.276806,53.207767,43.420181,,
2004-05-25,74.314293,17.364645,24.144035,11.365380,48.859028,39.391754,53.207767,43.464794,,
2004-05-26,74.573387,17.451973,24.099924,11.320955,48.981506,39.602516,53.305466,43.659420,,
2004-05-27,74.991966,17.440741,24.558630,11.500082,49.216621,39.913837,53.331516,43.858139,,
2004-05-28,74.985329,17.441980,24.410431,11.475005,49.045158,39.803684,53.311981,43.793228,,
2004-06-01,74.885651,17.564234,24.468655,11.395468,48.989643,39.439178,53.236355,43.559498,,
2004-06-02,75.164719,17.546772,24.539225,11.395468,49.009289,39.338203,53.203743,43.445530,,
2004-06-03,74.473747,17.236153,24.302814,11.142542,48.989643,39.419922,53.216736,43.559498,,
2004-06-04,75.065079,17.432007,24.593924,11.306622,48.886414,39.189137,53.131931,43.404816,,
2004-06-07,76.207878,17.766325,25.137316,11.697124,48.935612,39.198776,53.151516,43.461857,,
2004-06-08,76.314148,17.792515,24.996170,11.534477,48.817616,39.270897,53.158058,43.465912,,
2004-06-09,75.603226,17.581707,24.567457,11.273667,48.832386,39.102604,53.073250,43.274551,,
2004-06-10,75.975296,17.558006,24.858553,11.286559,48.783253,39.179531,53.066715,43.298981,,
2004-06-14,75.224487,17.334705,24.260469,10.851634,48.645699,38.866974,52.929768,43.079124,,
2004-06-15,75.756020,17.604155,24.690956,11.061575,49.058418,39.689243,53.105858,43.567715,,
2004-06-16,75.742767,17.738882,24.682131,10.913255,48.960155,39.535336,53.066715,43.571743,,
2004-06-17,75.629822,17.745115,24.840914,10.967710,49.014206,39.795021,53.131931,43.657223,,
2004-06-18,75.772514,17.721416,24.885023,10.905373,49.087883,39.708485,53.099354,43.604332,,
2004-06-21,75.485771,17.726400,24.796812,10.955531,49.151779,39.737328,53.138493,43.681667,,
2004-06-22,75.865845,17.812483,24.807392,11.071604,49.132156,39.617134,53.158058,43.620605,,
2004-06-23,76.519386,18.028290,24.964428,11.268648,49.092796,39.694050,53.171104,43.592117,,
2004-06-24,76.279305,17.992113,25.061447,11.313787,49.279522,39.934444,53.223263,43.734604,,
2004-06-25,75.912567,18.156775,24.969706,11.428432,49.264790,39.972942,53.229813,43.767174,,
2004-06-28,75.652458,18.089645,25.123201,11.330990,49.102627,39.564198,53.105858,43.461857,,
2004-06-29,75.965881,18.273411,25.070272,11.417685,49.014206,39.814266,53.158058,43.767174,,
2004-06-30,76.372643,18.400909,25.229057,11.581047,49.402374,40.222996,53.301559,43.848618,,
2004-07-01,75.312393,18.177155,24.911482,11.436314,49.464981,40.298290,53.312649,44.067738,,
2004-07-02,75.272385,18.147154,25.050869,11.435594,49.780472,40.723156,53.456417,44.374306,,
2004-07-06,74.612206,17.917145,24.638025,11.313073,49.745926,40.655537,53.443382,44.272121,,
2004-07-07,74.832253,17.860886,24.929136,11.460674,49.716400,40.670013,53.449898,44.308903,,
2004-07-08,74.312157,17.563372,24.770348,11.297308,49.770630,40.694180,53.469498,44.333412,,
2004-07-09,74.505516,17.620882,24.980289,11.357495,49.622719,40.737621,53.469498,44.349751,,
2004-07-12,74.538864,17.577127,25.052626,11.328121,49.770630,40.795544,53.489105,44.439693,,
2004-07-13,74.592194,17.615885,24.929136,11.379706,49.716400,40.674866,53.449898,44.353889,,
2004-07-14,74.365501,17.519629,24.787983,11.270798,49.745926,40.689358,53.430283,44.374306,,
2004-07-15,73.885384,17.569620,24.479242,11.212046,49.652302,40.732780,53.430283,44.284382,,
2004-07-16,73.825363,17.464603,24.676840,11.335284,49.982555,41.273510,53.534874,44.713600,,
2004-07-19,73.511932,17.444622,24.696245,11.318089,49.908611,41.302509,53.508686,44.742214,,
2004-07-20,74.445511,17.725880,24.708599,11.366096,49.775555,40.930733,53.410702,44.435638,,
2004-07-21,73.071854,17.219603,24.172260,11.234973,49.657227,40.819714,53.397621,44.427448,,
2004-07-22,73.271873,17.157104,24.302814,11.234973,49.765629,40.877670,53.410702,44.325230,,
2004-07-23,72.658371,16.975840,23.854691,11.041513,49.879063,41.012794,53.410702,44.517380,,
2004-07-26,72.518364,16.804590,23.854691,10.939049,49.647385,40.819714,53.371471,44.492882,,
2004-07-27,73.198532,17.127102,24.002888,11.147554,49.534004,40.269321,53.325741,44.182205,,
2004-07-28,73.418571,17.063351,24.034649,11.143973,49.607948,40.274136,53.358398,44.051388,,
2004-07-29,73.732002,17.298359,24.064640,11.213476,49.494553,40.365864,53.371471,44.218967,,
2004-07-30,73.912018,17.387114,24.152849,11.159737,49.859360,40.839020,53.449898,44.533760,,
2004-08-02,74.065392,17.365862,24.267529,11.103850,49.845444,40.892303,53.491154,44.625248,,
2004-08-03,73.491928,17.143353,24.108744,11.116748,49.914669,41.057102,53.504208,44.576019,,
2004-08-04,73.485268,17.150858,24.105215,11.127498,50.023491,41.076500,53.497688,44.695023,,
2004-08-05,72.284981,16.793327,23.747072,11.055842,50.058064,41.192802,53.530441,44.777149,,
2004-08-06,71.251358,16.438318,23.711782,10.975595,50.379501,41.885941,53.720245,45.179325,,
2004-08-09,71.351364,16.397060,23.685318,11.067302,50.414158,41.740517,53.713711,45.187561,,
2004-08-10,72.271645,16.673332,23.879393,11.191983,50.280636,41.590290,53.582794,45.039772,,
2004-08-11,72.124931,16.657076,23.799997,11.088086,50.315258,41.769600,53.667889,45.006962,,
2004-08-12,71.338058,16.374559,23.535353,10.964130,50.419098,41.856853,53.680958,45.068523,,
2004-08-13,71.478104,16.364559,23.676498,10.981322,50.517967,41.992527,53.733364,45.249092,,
2004-08-16,72.218269,16.682083,23.914673,11.131076,50.458645,41.847118,53.720245,45.203941,,
2004-08-17,72.625069,16.744591,23.932316,11.205594,50.607033,42.084656,53.772644,45.450214,,
2004-08-18,73.371887,17.044600,24.114035,11.338149,50.443806,41.881077,53.759575,45.318848,,
2004-08-19,73.158524,17.009596,24.057585,11.350332,50.611935,41.982880,53.792267,45.478939,,
2004-08-20,73.671989,17.268358,24.170490,11.406935,50.463619,41.944107,53.759575,45.314743,,
2004-08-23,73.485268,17.150858,23.974663,11.468556,50.478401,41.701736,53.713711,45.228573,,
2004-08-24,73.585266,17.165850,23.969378,11.435594,50.483379,41.725945,53.739891,45.187561,,
2004-08-25,74.085426,17.264608,24.223427,11.571733,50.488323,41.871384,53.720245,45.400951,,
2004-08-26,74.085426,17.212107,24.241068,11.587499,50.582294,42.108879,53.772644,45.429722,,
2004-08-27,74.318794,17.357113,24.302814,11.566001,50.616894,42.079792,53.752953,45.536396,,
2004-08-30,73.705292,17.113348,24.214600,11.503665,50.666370,42.278503,53.766125,45.712872,,
2004-08-31,74.092094,17.213360,24.440430,11.553823,50.666370,42.540218,53.844662,45.905777,,
2004-09-01,74.232147,17.359615,24.461594,11.649117,50.848885,42.584045,53.859085,45.818027,,
2004-09-02,75.072319,17.625877,24.717422,11.793857,50.645512,42.165573,53.773865,45.624352,,
2004-09-03,74.765579,17.499624,24.389265,11.668464,50.620720,42.170410,53.701710,45.265881,,
2004-09-07,75.259048,17.737127,24.729767,11.758030,50.615757,42.126598,53.701710,45.521366,,
2004-09-08,75.072319,17.578379,24.717422,11.750861,50.769512,42.481876,53.780426,45.715019,,
2004-09-09,75.005646,17.794628,24.638025,11.786690,50.719898,42.321236,53.786972,45.809772,,
2004-09-10,75.392410,17.894640,24.823277,11.898465,50.829063,42.384537,53.800064,45.785034,,
2004-09-13,75.639122,18.033401,24.911482,12.007375,50.878654,42.569401,53.806606,45.941624,,
2004-09-14,75.792526,17.979645,24.973234,12.003076,50.933201,42.613243,53.819748,45.954006,,
2004-09-15,75.219055,17.870897,24.615086,11.950055,50.903481,42.515919,53.786972,45.954006,,
2004-09-16,75.445770,18.039652,24.777403,12.099806,51.057194,42.997650,53.878735,46.217670,,
2004-09-17,75.766502,18.007147,24.858553,12.180775,50.843933,42.783543,53.813179,46.044613,,
2004-09-20,75.311180,17.969643,24.703299,12.192955,51.062153,43.065758,53.898426,46.295944,,
2004-09-21,75.639275,18.147154,25.089672,12.320496,51.047295,43.192314,53.819748,46.312500,,
2004-09-22,74.695122,17.874647,24.682131,12.134198,51.215969,43.639999,53.872211,46.477291,,
2004-09-23,74.293320,17.838390,24.615086,12.187940,51.062153,43.464787,53.806606,46.291836,,
2004-09-24,74.634850,17.885891,24.646847,12.153546,51.077122,43.518333,53.773865,46.275394,,
2004-09-27,74.159424,17.689613,24.523352,12.081176,51.062153,43.708122,53.806606,46.436081,,
2004-09-28,74.514328,17.874992,24.763292,12.230932,51.146515,43.532921,53.839344,46.403122,,
2004-09-29,74.889328,18.080404,24.858553,12.295418,50.853817,43.109589,53.773865,46.184708,,19.495880
2004-09-30,74.835747,18.066626,24.946772,12.359903,50.928261,42.944153,53.793541,46.048759,,19.652321
2004-10-01,76.101295,18.518803,25.334911,12.596354,50.837189,42.729599,53.755428,45.844833,,20.016037
2004-10-04,76.228561,18.572666,25.373724,12.811308,50.852097,42.793129,53.762005,45.815891,,20.102081
2004-10-05,76.268700,18.565145,25.387846,12.716723,50.847157,42.793129,53.768551,46.006157,,20.098164
2004-10-06,76.791031,18.690397,25.483107,12.863616,50.752628,42.597710,53.722618,45.873795,,20.192034
2004-10-07,75.967407,18.412333,25.308443,12.753986,50.752628,42.411995,53.702885,45.774529,,19.984749
2004-10-08,75.337914,18.161827,25.484880,12.660835,51.001396,42.973927,53.840801,46.221226,,20.082521
2004-10-11,75.645950,18.214441,25.546614,12.726755,51.051128,43.017929,53.880169,46.262585,,20.004305
2004-10-12,75.351357,18.181871,25.255516,12.526132,51.001396,43.115593,53.893295,46.287403,,20.070787
2004-10-13,74.688454,17.972689,25.079086,12.356318,51.076031,43.271992,53.932762,46.465267,,20.121630
2004-10-14,74.085777,17.823637,24.946772,12.187940,51.319843,43.477238,53.945854,46.655548,,20.278069
2004-10-15,74.500969,17.980206,25.230822,12.350586,51.225300,43.325741,53.926189,46.448719,,20.485348
2004-10-18,74.782181,18.016529,25.331385,12.481709,51.180511,43.345280,53.932762,46.527325,,20.594852
2004-10-19,74.152718,17.851192,25.281984,12.421524,51.205402,43.457649,53.913033,46.519028,,20.485348
2004-10-20,74.005440,17.965172,25.379019,12.343420,51.384510,43.755722,53.959023,46.672077,,20.387571
2004-10-21,74.487534,18.201900,25.527222,12.521120,51.255157,43.785034,53.893295,46.630711,,20.594852
2004-10-22,73.650551,17.888781,25.370201,12.431554,51.379578,43.887653,53.945854,46.593460,,20.430590
2004-10-25,73.563484,18.055363,25.343729,12.465229,51.439274,43.921848,53.965572,46.696884,,20.332823
2004-10-26,74.688454,18.297092,25.484880,12.510371,51.289986,43.789921,53.959023,46.647221,,20.524456
2004-10-27,75.585693,18.556379,25.749519,12.725327,51.175560,43.359921,53.886818,46.366005,,20.766937
2004-10-28,75.813339,18.444897,25.820080,12.662273,51.235310,43.501621,53.906494,46.444630,,20.778666
2004-10-29,75.799980,18.441133,25.820080,12.711717,51.369583,43.701984,53.952465,46.593460,,20.766937
2004-11-01,76.007591,18.538837,25.864193,12.806291,51.259354,43.430199,53.918186,46.398739,,20.970299
2004-11-02,76.034340,18.500010,26.065317,12.835668,51.214455,43.493969,53.944527,46.469345,,20.766937
2004-11-03,76.991905,18.819416,26.374065,13.022677,51.324207,43.513592,53.937988,46.378017,,20.978119
2004-11-04,78.043144,19.057396,26.742802,13.219721,51.279308,43.557720,53.891895,46.577312,,21.294905
2004-11-05,78.532005,19.198933,26.868055,13.269875,51.149555,43.081802,53.753746,46.378017,,20.720005
2004-11-08,78.418190,19.109995,26.681053,13.120126,50.964931,42.929733,53.727451,46.182850,,20.774754
2004-11-09,78.264114,19.188904,26.614004,13.204676,51.084675,42.905178,53.766930,46.191166,,20.852974
2004-11-10,78.324425,19.259054,26.562849,13.219721,51.024818,42.743263,53.701138,46.149628,,21.001591
2004-11-11,78.920380,19.421881,26.852179,13.370187,51.074734,42.650089,53.740658,46.153797,,21.173664
2004-11-12,79.543114,19.603493,27.169746,13.595895,51.134598,43.111256,53.727451,46.386311,,21.588223
2004-11-15,79.738564,19.684917,27.196215,13.608793,51.159569,43.150543,53.727451,46.402912,,21.861994
2004-11-16,79.167671,19.513313,26.966862,13.453308,51.109634,43.150543,53.687954,46.378017,,21.729025
2004-11-17,79.637840,19.663618,27.310886,13.757106,51.239372,43.518509,53.766930,46.635429,,21.224516
2004-11-18,79.745270,19.651096,27.249142,13.782188,51.259354,43.650928,53.760342,46.710175,44.380001,21.189310
2004-11-19,78.858742,19.401833,27.072718,13.585149,51.154579,43.302620,53.674850,46.465179,44.779999,20.970299
2004-11-22,79.234848,19.659857,27.152107,13.638165,51.234398,43.528286,53.687954,46.444420,44.950001,21.115002
2004-11-23,79.355766,19.727499,27.205044,13.661812,51.204414,43.582241,53.681438,46.502548,44.750000,21.204954
2004-11-24,79.543808,19.921637,27.328533,13.807261,51.254353,43.582241,53.674850,46.498425,45.049999,21.572582
2004-11-26,79.483330,19.952953,27.487324,14.036554,51.104671,43.297688,53.622150,46.332340,45.290001,21.549112
2004-11-29,79.120705,20.024342,27.575531,13.950563,50.964931,42.836502,53.628811,45.966927,45.400002,21.470894
2004-11-30,79.174393,20.059420,27.390293,13.976362,50.989925,42.654987,53.641914,46.025078,45.119999,21.588223
2004-12-01,80.074379,20.309933,27.866642,14.083125,50.798767,42.588474,53.678131,45.997574,45.380001,22.006691
2004-12-02,80.141502,20.187181,27.822536,14.062344,50.893837,42.416031,53.658367,45.851665,44.950001,21.818972
2004-12-03,80.087784,20.189684,27.988371,14.126109,51.189106,43.076183,53.777035,46.110107,45.599998,22.112303
2004-12-06,80.060905,20.045647,27.817240,14.106049,51.244152,43.223984,53.783596,46.239330,45.169998,22.217886
2004-12-07,79.315445,19.671129,27.665512,13.889662,51.314217,43.278168,53.783596,46.347664,45.110001,21.936295
2004-12-08,79.778839,19.767580,27.646111,13.816581,51.489391,43.953053,53.803421,46.506065,44.009998,21.994967
2004-12-09,80.060905,19.735020,27.531427,13.591596,51.419315,43.662437,53.796818,46.614426,43.779999,22.155308
2004-12-10,80.141502,19.859022,27.261494,13.577976,51.354233,43.770809,53.803421,46.635288,43.439999,22.343031
2004-12-13,80.839981,20.018089,27.672567,13.784333,51.429310,43.864399,53.763863,46.726963,43.910000,22.280468
2004-12-14,81.122025,20.152115,27.681393,13.911160,51.479351,44.036800,53.777035,46.747799,43.549999,22.260900
2004-12-15,81.182457,20.278616,27.848995,14.103901,51.594433,44.435860,53.829762,46.997868,43.990002,22.303917
2004-12-16,81.135468,20.142092,27.672567,14.032966,51.394245,43.780636,53.770470,46.593613,43.680000,22.100544
2004-12-17,80.594315,20.053158,27.593172,14.000728,51.269169,43.721561,53.750683,46.643581,44.189999,22.350849
2004-12-20,80.614578,20.084478,27.845472,14.183436,51.319218,43.800354,53.750683,46.610260,44.340000,22.272633
2004-12-21,81.235352,20.281120,28.041306,14.319578,51.319218,43.933395,53.757259,46.631107,44.220001,22.526844
2004-12-22,81.431015,20.358780,28.083637,14.315997,51.429310,43.785568,53.757259,46.681110,44.020000,22.694805
2004-12-23,81.491768,20.383829,28.267971,14.413396,51.454296,43.642750,53.744083,46.764473,44.270000,22.522846
2004-12-27,81.323074,20.187075,28.490118,14.402517,51.259155,43.302788,53.711117,46.514408,44.480000,22.354887
2004-12-28,81.768364,20.512270,28.680000,14.477216,51.234131,43.268349,53.730888,46.564419,44.369999,22.438866
2004-12-29,81.889862,20.490932,28.542059,14.556999,51.224121,43.223984,53.724339,46.493568,43.660000,22.566830
2004-12-30,81.734650,20.457031,28.545645,14.520013,51.329197,43.514645,53.744083,46.660271,43.830002,22.674814
2004-12-31,81.559227,20.429409,28.706869,14.639682,51.396488,43.789085,53.766514,46.665318,43.799999,22.614815
2005-01-03,81.174606,20.090397,28.500856,14.487372,51.396488,43.883049,53.773167,46.966576,43.020000,22.350887
2005-01-04,80.182678,19.713728,27.954483,14.041328,51.346256,43.423130,53.654289,46.702953,42.740002,22.014954
2005-01-05,79.629402,19.398582,27.936567,13.869439,51.326206,43.655563,53.667522,46.740616,42.669998,21.283131
2005-01-06,80.034256,19.471405,27.936567,13.860009,51.361347,43.685249,53.693901,46.774063,42.150002,21.447086
2005-01-07,79.919540,19.268002,27.811186,13.886842,51.346256,43.784149,53.700500,46.753159,41.840000,21.399101
2005-01-10,80.297424,19.487726,27.936567,13.904250,51.321194,43.853378,53.667522,46.673668,41.950001,21.331121
2005-01-11,79.744087,19.323244,27.882822,13.878144,51.391415,44.110516,53.680695,46.782406,42.209999,21.115175
2005-01-12,80.007271,19.416157,28.106749,14.048577,51.466763,44.169861,53.687275,46.828445,42.599998,21.015190
2005-01-13,79.366211,19.339573,27.864916,13.990568,51.592224,44.595131,53.753326,46.954021,42.599998,21.015190
2005-01-14,79.784576,19.549255,27.999271,14.240785,51.406517,44.590248,53.726913,47.008366,42.320000,21.275131
2005-01-18,80.614578,19.819197,28.020769,14.215394,51.542007,44.738583,53.707123,47.033504,42.320000,21.483086
2005-01-19,79.771080,19.565582,27.730560,14.019571,51.617313,44.867142,53.713696,47.104622,42.259998,21.503080
2005-01-20,79.285286,19.471405,27.546057,13.845510,51.687618,44.956131,53.759872,47.020969,42.250000,21.435087
2005-01-21,78.799423,19.423695,27.655331,14.034074,51.712658,45.005596,53.812729,47.125565,42.740002,21.455088
2005-01-24,78.644211,19.299397,27.703695,14.012320,51.722698,45.198425,53.779694,47.209213,42.770000,21.283131
2005-01-25,78.866875,19.373472,27.712645,14.139237,51.632339,44.773140,53.759872,47.050232,42.240002,20.883213
2005-01-26,79.103073,19.672293,28.047642,14.345944,51.607265,44.857235,53.740120,47.066994,42.689999,20.819241
2005-01-27,79.238022,19.731321,28.088837,14.359729,51.536983,44.773140,53.726913,46.966576,42.619999,20.671268
2005-01-28,79.238022,19.650944,28.026144,14.372785,51.712658,45.223202,53.753326,47.238537,42.689999,20.703260
2005-01-31,79.730591,19.971127,28.160492,14.562072,51.647423,45.351742,53.746803,47.238537,42.220001,20.679256
2005-02-01,80.236656,20.138109,28.336052,14.686827,51.702290,45.279747,53.760548,47.228851,42.099998,20.831232
